"UniqueID","Probability1"
6533,0.0704595050085794
6534,0.0704689352986413
6535,0.726738308419022
6536,0.0704944470988202
6537,0.726802475696526
6538,0.726646968709993
6539,0.726681291461212
6540,0.07047500973147
6541,0.0704587998745353
6542,0.0704532268604499
6543,0.0705404990529937
6544,0.726691993290448
6545,0.0704787339580131
6546,0.0704601134567732
6547,0.0704362214981422
6548,0.726669178311138
6549,0.726729433551384
6550,0.0704887598286265
6551,0.726742796352652
6552,0.0705061198574598
6553,0.0704948152571873
6554,0.0704881614113979
6555,0.726641680628876
6556,0.0704639365267911
6557,0.0705230870953627
6558,0.726611197213677
6559,0.0705008936291357
6560,0.726688857770292
6561,0.726676819989439
6562,0.0704738979273489
6563,0.0704764320364228
6564,0.0704884643171424
6565,0.0704400260156648
6566,0.070542976318661
6567,0.070496786200278
6568,0.726717599240907
6569,0.726603900337932
6570,0.0704977763680119
6571,0.0705330922775734
6572,0.726636155864357
6573,0.726610572391757
6574,0.726655250070511
6575,0.0705392041392209
6576,0.72664904838977
6577,0.0704339426863519
6578,0.070510536754159
6579,0.0705058024365568
6580,0.0704852233658585
6581,0.726611243125992
6582,0.0704572038378771
6583,0.0704222481901429
6584,0.0704842505474833
6585,0.0704515647024751
6586,0.0705004988658356
6587,0.0704860438588423
6588,0.0704366228516099
6589,0.0704273505836772
6590,0.070511614209421
6591,0.726702046526662
6592,0.0705043062244788
6593,0.0704518875369229
6594,0.070536337135985
6595,0.0704633710064086
6596,0.0705384205568831
6597,0.0704604727902637
6598,0.0704912457977746
6599,0.0704339152651993
6600,0.726820312867071
6601,0.070494641216254
6602,0.0704245208138791
6603,0.0704647935764798
6604,0.0705018717765307
6605,0.0705376526341506
6606,0.726584813751535
6607,0.0704888003347012
6608,0.726806409717627
6609,0.726717679821925
6610,1.42231921479679e-05
6611,0.0704706172268679
6612,0.0705392824565003
6613,0.07046957336404
6614,0.070533499602514
6615,1.41698131440928e-05
6616,0.0706055049895952
6617,0.070527160313281
6618,0.0705158167012595
6619,0.0706108882357622
6620,0.0704511720296775
6621,0.0704794316749955
6622,0.0705022318745567
6623,0.0704984009821358
6624,0.0704634563393219
6625,0.0704511385326789
6626,0.0704660879045946
6627,0.0704821673661079
6628,0.0704172532625419
6629,0.0704481112036779
6630,0.070496573232512
6631,0.0704591166164659
6632,0.0705358426476135
6633,0.726691516601178
6634,0.0705225462566812
6635,0.0705171623919917
6636,0.0705068888154932
6637,0.07055792348287
6638,0.0705141045292129
6639,0.0704908688975807
6640,0.0704909915585911
