"UniqueID","Probability1"
6533,0.00705992185141071
6534,0.229873580854757
6535,0.909491505603823
6536,0.125980812902939
6537,0.429066500852678
6538,0.785680104077407
6539,0.848903195898614
6540,0.0118171244447857
6541,0.067598256530004
6542,0.0340276759336463
6543,0.113934605233775
6544,0.804313368241569
6545,0.0130840265346907
6546,0.0063184342958505
6547,0.00518608126123812
6548,0.823850069355086
6549,0.698610803201187
6550,0.273703470067852
6551,0.349312517965498
6552,0.0318971249524721
6553,0.138789488496364
6554,0.0257785254941772
6555,0.749805021275013
6556,0.0306236259434566
6557,0.00993916933548337
6558,0.499168508138827
6559,0.126310064842689
6560,0.650455726166256
6561,0.522348537523436
6562,0.0284584760840602
6563,0.0177426151396263
6564,0.0290216673313967
6565,0.00881853441729203
6566,0.11724676783705
6567,0.0971282512029058
6568,0.778131425001416
6569,0.811382881016519
6570,0.0268099328219592
6571,0.0947864358798379
6572,0.66022772940085
6573,0.747107258766361
6574,0.810649788294804
6575,0.0410704892679012
6576,0.531440093028577
6577,0.00500148193048426
6578,0.117491575710816
6579,0.0281658746510476
6580,0.0199786069413854
6581,0.739399266583049
6582,0.0177251032486978
6583,0.00660267412076904
6584,0.275333740076619
6585,0.00998263865613452
6586,0.143495763056763
6587,0.392631461131126
6588,0.00550893964220294
6589,0.00208333333333306
6590,0.288604092606402
6591,0.896955723959165
6592,0.112195399710335
6593,0.0223836159850255
6594,0.0745759200083615
6595,0.0938538083494814
6596,0.0142570138043976
6597,0.0311139184787367
6598,0.0329689843544204
6599,0.00498435431585751
6600,0.485729252714564
6601,0.114705002633605
6602,0.00208333333338768
6603,0.00409274571152552
6604,0.0204055561239296
6605,0.155462635297739
6606,0.782164243727183
6607,0.00403611137489608
6608,0.774867731221895
6609,0.88792050728458
6610,0.00202777781105957
6611,0.036256525698792
6612,0.267036148055358
6613,0.085629131772024
6614,0.0442101703218449
6615,0.0367027777777779
6616,0.505324981448907
6617,0.0530674729214022
6618,0.0542166681317336
6619,0.132551834282614
6620,0.008511111249716
6621,0.0583494568202419
6622,0.0564877055108089
6623,0.028192790202017
6624,0.023693651627583
6625,0.0705776519894005
6626,0.00321111139772696
6627,0.0195473434254795
6628,0.00366944487682524
6629,0.0379806353898435
6630,0.00279166681776394
6631,0.015033391481373
6632,0.130262369792577
6633,0.765660578679163
6634,0.036216896220423
6635,0.540164258203932
6636,0.329191121431562
6637,0.348148451110297
6638,0.396302704283952
6639,0.224553917181502
6640,0.328742957146357
6641,0.440754003605243
6642,0.307462794678105
6643,0.39115217672355
6644,0.299443454471539
6645,0.0313202684900955
6646,0.409104085498891
6647,0.0281153798214077
6648,0.0973754024914613
6649,0.361747742789888
6650,0.763363827599342
6651,0.00930437234745743
6652,0.0160234234618283
6653,0.0550788144211425
6654,0.0101738141853263
6655,0.288470259555757
6656,0.0702699632633458
6657,0.0137903146652349
6658,0.134908304988411
6659,0.0222620797971597
6660,0.375853307923682
6661,0.0041928844887298
6662,0.104037095313978
6663,0.00556012065652002
6664,0.437215579653394
6665,0.175363102507642
6666,0.0227076261499652
6667,0.122553709374733
6668,0.01250599068314
6669,0.010523017576039
6670,0.818960203752746
6671,0.852338551200419
6672,0.00923683539107797
6673,0.140015376494965
6674,0.199462239167061
6675,0.0386599331004781
6676,0.0241529504459171
6677,0.00629369546530293
6678,0.0169866749407196
6679,0.00643490234867256
