UniqueID,Probability1
6533,0.01327176
6534,0.098437856
6535,0.846439086
6536,0.158138925
6537,0.431666623
6538,0.760165371
6539,0.849877946
6540,0.024782012
6541,0.048617818
6542,0.034513911
6543,0.032394178
6544,0.860752072
6545,0.037400656
6546,0.012608792
6547,0.010487872
6548,0.804631212
6549,0.781551122
6550,0.20004562
6551,0.441263805
6552,0.025612837
6553,0.146559426
6554,0.059182661
6555,0.743328836
6556,0.033971151
6557,0.012393342
6558,0.513520409
6559,0.038611582
6560,0.723953406
6561,0.37573131
6562,0.036993333
6563,0.030663182
6564,0.039715767
6565,0.011399626
6566,0.106291925
6567,0.188478852
6568,0.782403489
6569,0.684249551
6570,0.040230875
6571,0.049460678
6572,0.694715949
6573,0.716289537
6574,0.778132776
6575,0.043340706
6576,0.558051464
6577,0.00995917
6578,0.033021645
6579,0.023228742
6580,0.036759681
6581,0.717179421
6582,0.023755737
6583,0.011446296
6584,0.202487732
6585,0.022419609
6586,0.145759995
6587,0.203712279
6588,0.010451961
6589,0.00794955
6590,0.128699533
6591,0.856486663
6592,0.032400453
6593,0.031537207
6594,0.03886047
6595,0.037254592
6596,0.038152862
6597,0.042314129
6598,0.033373045
6599,0.009944528
6600,0.424024972
6601,0.124561615
6602,0.008001188
6603,0.010494849
6604,0.020038034
6605,0.169641687
6606,0.683701444
6607,0.013138161
6608,0.789141073
6609,0.789842091
6610,0.01029582
6611,0.050894287
6612,0.168952278
6613,0.036935929
6614,0.05564426
6615,0.036823877
6616,0.408418529
6617,0.27634446
6618,0.023426416
6619,0.104758794
6620,0.001484623
6621,0.076193505
6622,0.123305809
6623,0.034370358
6624,0.002619503
6625,0.05739934
6626,0.000927475
6627,0.033394986
6628,0.000942692
6629,0.008867822
6630,0.001056387
6631,0.013027127
6632,0.161503971
6633,0.691166505
6634,0.046879082
6635,0.513649546
6636,0.283714624
6637,0.340516097
6638,0.329626597
6639,0.194085557
6640,0.260198004
6641,0.314060858
6642,0.269610796
6643,0.326034212
6644,0.323555731
6645,0.040688263
6646,0.439486783
6647,0.012909371
6648,0.060235356
6649,0.227713212
6650,0.732579484
6651,0.012374492
6652,0.049393598
6653,0.033775797
6654,0.012537273
6655,0.187533496
6656,0.106045968
6657,0.019158802
6658,0.145882854
6659,0.049256048
6660,0.474064859
6661,0.010519176
6662,0.036823877
6663,0.012904642
6664,0.400244051
6665,0.144451149
6666,0.037771062
6667,0.075003198
6668,0.023003991
6669,0.013800629
6670,0.828151906
6671,0.827016693
6672,0.036898523
6673,0.087167883
6674,0.056994267
6675,0.034446228
6676,0.039596146
6677,0.035204947
6678,0.024522436
6679,0.012505579
6680,0.647895963
6681,0.039133042
6682,0.039949533
6683,0.153947234
6684,0.567838978
6685,0.032012735
6686,0.041156151
6687,0.019139
6688,0.734140251
6689,0.011027328
6690,0.032671995
6691,0.178172111
6692,0.12673915
6693,0.008043709
6694,0.759250968
6695,0.064120006
6696,0.010322407
6697,0.656734166
6698,0.032521097
6699,0.053394661
6700,0.037802599
6701,0.418912677
6702,0.036356209
6703,0.062502083
6704,0.368819408
6705,0.269091884
6706,0.000928207
6707,0.066693958
6708,0.035500521
6709,0.07737688
6710,0.03165671
6711,0.123327356
6712,0.037672357
6713,0.00623526
6714,0.06324585
6715,0.054160357
6716,0.000942692
6717,0.000927475
6718,0.212739199
6719,0.008884622
6720,0.745511346
6721,0.000942692
6722,0.037094481
6723,0.875030833
6724,0.090915702
6725,0.491950643
6726,0.060339259
6727,0.132237254
6728,0.820295237
6729,0.010594155
6730,0.012379193
6731,0.552403128
6732,0.032674017
6733,0.037141528
6734,0.026357623
6735,0.009022587
6736,0.042050309
6737,0.046062377
6738,0.142658293
6739,0.158211588
6740,0.010212708
6741,0.187533496
6742,0.030663182
6743,0.046625511
6744,0.003475018
6745,0.264593935
6746,0.037178948
6747,0.038499881
6748,0.07918711
6749,0.100257509
6750,0.747773892
6751,0.010509021
6752,0.229862188
6753,0.66296757
6754,0.016377183
6755,0.037802599
6756,0.0541883
6757,0.407848074
6758,0.226479863
6759,0.024405259
6760,0.025506712
6761,0.041743025
6762,0.024144514
6763,0.030663182
6764,0.745601179
6765,0.055044629
6766,0.035870841
6767,0.036312418
6768,0.185227393
6769,0.034455138
6770,0.122196112
6771,0.009939181
6772,0.060553803
6773,0.032580346
6774,0.031418423
6775,0.623788692
6776,0.048963891
6777,0.008043709
6778,0.037992735
6779,0.147935148
6780,0.778669226
6781,0.16955831
6782,0.099133377
6783,0.033972826
6784,0.010580303
6785,0.053642274
6786,0.013377886
6787,0.689119156
6788,0.085361626
6789,0.05501684
6790,0.05630462
6791,0.037178948
6792,0.010204087
6793,0.124409084
6794,0.008077857
6795,0.325837235
6796,0.07913376
6797,0.271835809
6798,0.049084261
6799,0.128384729
6800,0.020443931
6801,0.059734342
6802,0.001645299
6803,0.000952244
6804,0.000927475
6805,0.007641172
6806,0.000939025
6807,0.632338187
6808,0.855895258
6809,0.039218956
6810,0.890449638
6811,0.034613713
6812,0.058955419
6813,0.012388618
6814,0.060282073
6815,0.095209156
6816,0.198286511
6817,0.153834894
6818,0.051187168
6819,0.831175559
6820,0.067606173
6821,0.028154918
6822,0.037460703
6823,0.140199289
6824,0.599507932
6825,0.792072953
6826,0.032400453
6827,0.044601242
6828,0.009961867
6829,0.067877493
6830,0.067606173
6831,0.004100032
6832,0.044239225
6833,0.050591648
6834,0.035238964
6835,0.75278132
6836,0.062856631
6837,0.108433029
6838,0.023729738
6839,0.037435063
6840,0.038815983
6841,0.032642736
6842,0.023113266
6843,0.039300757
6844,0.81884323
6845,0.757560509
6846,0.031386271
6847,0.40732021
6848,0.043532116
6849,0.027623372
6850,0.155642555
6851,0.03090135
6852,0.73232319
6853,0.040855188
6854,0.036619368
6855,0.042310999
6856,0.041845649
6857,0.1012147
6858,0.038611582
6859,0.727771328
6860,0.714027158
6861,0.039312041
6862,0.042800945
6863,0.052368844
6864,0.416955826
6865,0.060641894
6866,0.678265261
6867,0.174077153
6868,0.047049477
6869,0.510268095
6870,0.007768136
6871,0.013161939
6872,0.048604768
6873,0.112957843
6874,0.225025794
6875,0.034402515
6876,0.039201119
6877,0.052939676
6878,0.432151908
6879,0.066786966
6880,0.010517654
6881,0.012564351
6882,0.03125588
6883,0.037558577
6884,0.001120166
6885,0.838136829
6886,0.011021333
6887,0.008061348
6888,0.305553505
6889,0.257283334
