"UniqueID","Probability1"
6533,0.00689341408947733
6534,0.0966064957612388
6535,0.869874488802091
6536,0.241829884013909
6537,0.33941890825272
6538,0.736854903501768
6539,0.859521460344189
6540,0.0230715289339601
6541,0.0597012306103655
6542,0.0331273314586815
6543,0.0296865735167808
6544,0.867243692998746
6545,0.0171984307982234
6546,0.00721528846615643
6547,0.0076299452313792
6548,0.800491888376021
6549,0.770076346610406
6550,0.243459908795864
6551,0.34386377739832
6552,0.0317678600012313
6553,0.0761783489593714
6554,0.0406431695243208
6555,0.713185799525472
6556,0.0249302184554475
6557,0.0114783868144465
6558,0.441835362074027
6559,0.569597439418223
6560,0.68093043276333
6561,0.364990374144295
6562,0.152332039412358
6563,0.0280451354142845
6564,0.0308742951190464
6565,0.00732127026211765
6566,0.107466296154528
6567,0.200984870210352
6568,0.725130775914547
6569,0.690160436696548
6570,0.0190710831300687
6571,0.0520841962218465
6572,0.666914728867416
6573,0.694996466781887
6574,0.765187295324326
6575,0.0384069912431213
6576,0.549601881507891
6577,0.00599186919799634
6578,0.0746708283464687
6579,0.0286900174380383
6580,0.0168018469244169
6581,0.690363966118402
6582,0.0142863633934087
6583,0.0137239503313772
6584,0.211905115818446
6585,0.0213876926206379
6586,0.172296500655719
6587,0.239310850521564
6588,0.00721081641010836
6589,0.00274526872438721
6590,0.139780465811443
6591,0.883789038230813
6592,0.133044866282867
6593,0.028870347941346
6594,0.0308459182987398
6595,0.133867408909882
6596,0.0176784618829141
6597,0.0327569317621818
6598,0.0307733743937547
6599,0.00597925199321892
6600,0.437311483901558
6601,0.102401650772329
6602,0.00367605253229045
6603,0.00694818592003753
6604,0.0193129776208
6605,0.147292590505096
6606,0.688577542662246
6607,0.00517306260745514
6608,0.736227675659058
6609,0.817876441270371
6610,0.00613515560857789
6611,0.0390477192270759
6612,0.147969451731625
6613,0.0307360613578804
6614,0.0421457403514973
6615,0.0308343986815459
6616,0.422081722401584
6617,0.340796390827554
6618,0.023142522494644
6619,0.100707821267911
6620,0.0041675742551093
6621,0.250974299628608
6622,0.116292669569177
6623,0.0261957532296818
6624,0.00785053876772903
6625,0.0628847846877429
6626,0.0035269521980211
6627,0.0243649748619998
6628,0.00213710902418116
6629,0.0152288623280306
6630,0.00219148265188125
6631,0.0167824884956141
6632,0.129849067452257
6633,0.739886211436186
6634,0.031593323857443
6635,0.453772338470385
6636,0.211644475130884
6637,0.267732178787122
6638,0.252244338682787
6639,0.146569378795615
6640,0.210602800421214
6641,0.240695732712823
6642,0.204451965411655
6643,0.245458090098919
6644,0.239081891265735
6645,0.0252455148642599
6646,0.355201688070537
6647,0.0161808139392716
6648,0.101321228275088
6649,0.218885811313752
6650,0.696972190302171
6651,0.0114413837154526
6652,0.0524008795832793
6653,0.031249447071336
6654,0.00775830127573215
6655,0.187562353761416
6656,0.0529055898708202
6657,0.016384048351839
6658,0.227064092986633
6659,0.0234111311080378
6660,0.48291184967193
6661,0.00653599909634791
6662,0.133299133520671
6663,0.0052033655419464
6664,0.405376416157745
6665,0.275584334715319
6666,0.0173800183020907
6667,0.0635594889311688
6668,0.0229526711687452
6669,0.00825118965728193
6670,0.828890837158448
6671,0.907612818901455
6672,0.0308424552330917
6673,0.151690494671405
6674,0.0669069668628612
6675,0.0331647139345173
6676,0.0183928161232902
6677,0.0346538470985586
6678,0.0141144521876818
6679,0.00715592360038073
6680,0.638453286038546
6681,0.0320557638646401
6682,0.0337950878846439
6683,0.0832063862595113
6684,0.558341173651337
6685,0.0292101149527681
6686,0.0197303756244092
6687,0.0157503263172182
6688,0.695222682549262
6689,0.00680862698803265
6690,0.0240252082022076
6691,0.163214070429929
6692,0.154555370512452
6693,0.00302359607082651
6694,0.725234252441752
6695,0.0747128561932469
6696,0.00632034597679361
6697,0.53644132048277
6698,0.0236864056336335
6699,0.0548631700306715
6700,0.0314624483944695
6701,0.538084035307804
6702,0.0174235172972352
6703,0.0480237071512286
6704,0.3749583454727
6705,0.332952335437139
6706,0.0035269522577103
6707,0.0587970149751532
6708,0.0261652050883841
6709,0.192391334459377
6710,0.0288803441876371
6711,0.112417683216751
6712,0.0313282590357331
6713,0.0121671296213674
6714,0.0595781292323645
6715,0.0410160917645597
6716,0.00213710900618296
6717,0.00363806330600628
6718,0.152964529724289
6719,0.0153546213753488
6720,0.717934126176705
6721,0.00213710910535545
6722,0.016948147342121
6723,0.90781202304273
6724,0.216756296192343
6725,0.505638847911111
6726,0.047925066040752
6727,0.0931363180780449
6728,0.808951681224253
6729,0.00661089346041278
6730,0.011433548149926
6731,0.74095815838032
6732,0.133324365566643
6733,0.0280146034048972
6734,0.0149366630410208
6735,0.015957193255431
6736,0.0390355222398272
6737,0.0227134468003532
6738,0.0945067532456595
6739,0.188683475808194
6740,0.00609153105755319
6741,0.187313602292703
6742,0.0278790906350024
6743,0.0357991810552998
6744,0.00903244292748783
6745,0.219016059689855
6746,0.0308066647924011
6747,0.0295600217023416
6748,0.161210315798819
6749,0.0682995301708262
6750,0.721374320603267
6751,0.00651646895113224
6752,0.294790814585906
6753,0.787710615092928
6754,0.0098656658493338
6755,0.0313936948829993
6756,0.0669097403745739
6757,0.412983089487587
6758,0.222295706002977
6759,0.0147087718478882
6760,0.0210314480775945
6761,0.0247368499853319
6762,0.0246425050004339
6763,0.0278597023404595
6764,0.713392948682095
6765,0.0418586157543761
6766,0.0310692850999316
6767,0.133212179182618
6768,0.128261978820638
6769,0.0224548853311657
6770,0.233387435434249
6771,0.00595952755612371
6772,0.0313989908428819
6773,0.0723579508719916
6774,0.0285734131350212
6775,0.640390416159441
6776,0.0515001916456536
6777,0.00302359601829817
6778,0.0291570842750957
6779,0.124322670678663
6780,0.751648965291572
6781,0.257205085022946
6782,0.106235451986238
6783,0.0156883111222005
6784,0.0065165236565485
6785,0.0595351638316682
6786,0.00784317262824806
6787,0.691821792695318
6788,0.138892462947502
6789,0.0586313156613296
6790,0.0432213916667221
6791,0.0307518245961463
6792,0.00607833805957662
6793,0.149236908498013
6794,0.00341248507059374
6795,0.317830505192437
6796,0.0402849687885477
6797,0.335524030447873
6798,0.0413785622236211
6799,0.122407614691175
6800,0.0339033194086355
6801,0.0602905515297223
6802,0.00444097627837498
6803,0.00419740683008122
6804,0.00352695219198887
6805,0.00724302055070839
6806,0.00219148263294111
6807,0.647514777791174
6808,0.880647749371264
6809,0.032372940032195
6810,0.919567282561645
6811,0.0255604821424389
6812,0.0837359125556361
6813,0.0114303395876837
6814,0.0313990739673708
6815,0.096879482048461
6816,0.233135723267137
6817,0.228896168231384
6818,0.0389765711196645
6819,0.831653112773664
6820,0.064851891133026
6821,0.0205397395075099
6822,0.0473584920670684
6823,0.0721146077569505
6824,0.608717321981434
6825,0.793619312463262
6826,0.0358041760956635
6827,0.0329617647103898
6828,0.00597337929156543
6829,0.0326333682359631
6830,0.0648345624686963
6831,0.0104443079113813
6832,0.0226223952398088
6833,0.0384208061932201
6834,0.14475081465904
6835,0.726023058492845
6836,0.0304747743359294
6837,0.0794441862876897
6838,0.0199628677840043
6839,0.0170363818371773
6840,0.0301124445224389
6841,0.0296428746432747
6842,0.0140670803260366
6843,0.0181239389827988
